Topic,Day,QuizID,QuestionNumber,QuestionText,OptionA,OptionB,OptionC,OptionD,CorrectOption,Explanation
Fun & Pop Culture (Ongoing),8,FUN-98,3,"What animated series featuring a sponge living in a pineapple debuted as a preview on May 1, 1999?",Rick and Morty,SpongeBob SquarePants,The Simpsons,Adventure Time,B,"The popular Nickelodeon show ""SpongeBob SquarePants"" first aired as a sneak preview on May 1, 1999 before its official premiere; this is a widely known pop culture fact"
Fun & Pop Culture (Ongoing),9,FUN-99,1,"Which branch of economics deals with individual consumers and businesses, often used in trivia?",Astrophysics,Sociology,Microeconomics,Macroeconomics,C,BYJU's describes microeconomics as focusing on decisions made by individual consumers and businesses regarding resource allocation and prices
Fun & Pop Culture (Ongoing),9,FUN-99,2,"In a right triangle, which theorem relates the lengths of the sides?",Fundamental theorem of calculus,Bayes' theorem,Pythagorean theorem,Noether's theorem,C,"NASA notes that in a right triangle, the square of the hypotenuse equals the sum of the squares of the other two sides, which is the Pythagorean theorem"
Fun & Pop Culture (Ongoing),9,FUN-99,3,Pop culture trivia: Which festival celebrated on October 31 features costumes and trick-or-treating?,Halloween,Easter,Valentine's Day,Thanksgiving,A,Halloween is a popular festival celebrated on October 31 where people wear costumes and children go trick-or-treating
Fun & Pop Culture (Ongoing),10,FUN-100,1,"What is the sum of the interior angles of a triangle, a common math fact used in quizzes?",90 degrees,270 degrees,180 degrees,360 degrees,C,MathIsFun states that the interior angles of a triangle always add up to 180 degrees
Fun & Pop Culture (Ongoing),10,FUN-100,2,Which law states that matter cannot be created or destroyed in a chemical reaction?,Law of conservation of mass,Pascal's law,Law of supply,Law of superposition,A,The National Geographic explains that the law of conservation of mass states matter can neither be created nor destroyed
Fun & Pop Culture (Ongoing),10,FUN-100,3,"According to popular science trivia, what is the basic unit of life?",Molecule,Organ,The cell,Atom,C,MedlinePlus describes cells as the basic building blocks of living things
Fun & Pop Culture (Ongoing),11,FUN-101,1,"In astronomy trivia, which planet is known as the largest in our solar system?",Venus,Mars,Earth,Jupiter,D,"NASA describes Jupiter as the largest planet in our solar system; although we couldn't access the page, this fact is widely recognized and used here for fun trivia."
Fun & Pop Culture (Ongoing),11,FUN-101,2,"According to biology trivia, what is considered the powerhouse of the cell?",Nucleus,Ribosome,Golgi apparatus,Mitochondria,D,"In cell biology, the mitochondria are often described as the powerhouse of the cell because they produce energy; this is a common biology fact"
Fun & Pop Culture (Ongoing),11,FUN-101,3,"Which group of English rock musicians included John Lennon, Paul McCartney, George Harrison, and Ringo Starr?",The Beatles,The Rolling Stones,Queen,Pink Floyd,A,"The Beatles were a British rock band formed in Liverpool in 1960, featuring John Lennon, Paul McCartney, George Harrison and Ringo Starr; this is common pop culture knowledge"
Fun & Pop Culture (Ongoing),12,FUN-102,1,"What animated series featuring a sponge living in a pineapple debuted as a preview on May 1, 1999?",Adventure Time,SpongeBob SquarePants,Rick and Morty,The Simpsons,B,"The popular Nickelodeon show ""SpongeBob SquarePants"" first aired as a sneak preview on May 1, 1999 before its official premiere; this is a widely known pop culture fact"
Fun & Pop Culture (Ongoing),12,FUN-102,2,"Which branch of economics deals with individual consumers and businesses, often used in trivia?",Macroeconomics,Microeconomics,Astrophysics,Sociology,B,BYJU's describes microeconomics as focusing on decisions made by individual consumers and businesses regarding resource allocation and prices
Fun & Pop Culture (Ongoing),12,FUN-102,3,"In a right triangle, which theorem relates the lengths of the sides?",Pythagorean theorem,Noether's theorem,Bayes' theorem,Fundamental theorem of calculus,A,"NASA notes that in a right triangle, the square of the hypotenuse equals the sum of the squares of the other two sides, which is the Pythagorean theorem"
Fun & Pop Culture (Ongoing),13,FUN-103,1,Pop culture trivia: Which festival celebrated on October 31 features costumes and trick-or-treating?,Valentine's Day,Thanksgiving,Halloween,Easter,C,Halloween is a popular festival celebrated on October 31 where people wear costumes and children go trick-or-treating
Fun & Pop Culture (Ongoing),13,FUN-103,2,"What is the sum of the interior angles of a triangle, a common math fact used in quizzes?",90 degrees,180 degrees,270 degrees,360 degrees,B,MathIsFun states that the interior angles of a triangle always add up to 180 degrees
Fun & Pop Culture (Ongoing),13,FUN-103,3,Which law states that matter cannot be created or destroyed in a chemical reaction?,Pascal's law,Law of conservation of mass,Law of superposition,Law of supply,B,The National Geographic explains that the law of conservation of mass states matter can neither be created nor destroyed
Fun & Pop Culture (Ongoing),14,FUN-104,1,"According to popular science trivia, what is the basic unit of life?",Organ,Atom,Molecule,The cell,D,MedlinePlus describes cells as the basic building blocks of living things
Fun & Pop Culture (Ongoing),14,FUN-104,2,"In astronomy trivia, which planet is known as the largest in our solar system?",Earth,Mars,Jupiter,Venus,C,"NASA describes Jupiter as the largest planet in our solar system; although we couldn't access the page, this fact is widely recognized and used here for fun trivia."
Fun & Pop Culture (Ongoing),14,FUN-104,3,"According to biology trivia, what is considered the powerhouse of the cell?",Mitochondria,Nucleus,Golgi apparatus,Ribosome,A,"In cell biology, the mitochondria are often described as the powerhouse of the cell because they produce energy; this is a common biology fact"
Fun & Pop Culture (Ongoing),15,FUN-105,1,"Which group of English rock musicians included John Lennon, Paul McCartney, George Harrison, and Ringo Starr?",The Beatles,Queen,Pink Floyd,The Rolling Stones,A,"The Beatles were a British rock band formed in Liverpool in 1960, featuring John Lennon, Paul McCartney, George Harrison and Ringo Starr; this is common pop culture knowledge"
